(0.874290716153928, 0.0020507038772348274)
(0.8742349737433793, 0.0020400586224458284)
(0.8741940705381906, 0.002115661780862782)
(0.8741510902785993, 0.002273391548123116)
(0.8740939063579807, 0.0025209504747468747)
(0.8740092843309907, 0.0028776139846418136)
(0.8738770290368058, 0.0033750109739121292)
(0.873662428027335, 0.004060548993498336)
(0.8733029143738262, 0.005003392544509322)
(0.8726825133870431, 0.0063035096360926635)
(0.8715815857857676, 0.008104583566990453)
(0.8695767321115382, 0.010611196999076644)
(0.8658403010952914, 0.014108366945439432)
(0.8587405914458094, 0.01897379939607502)
(0.8450646074751951, 0.025650821268917268)
(0.8186092180645562, 0.03448872974666123)
(0.7680634255073889, 0.04521647061801186)
(0.6755593694869547, 0.05563661587752138)
(0.5225094384538153, 0.05962856455550078)
(0.3167995992321287, 0.048354395454621314)
(0.12896715680103532, 0.023477468020841497)
(0.036482504038299626, 0.005452207911106187)
(0.013571303236194281, 0.0008205025983104133)
(0.00823837337725172, 0.00021147390497319772)
(0.006138956149584937, 0.00007963404428498054)
(0.005003570655308083, 0.000033088087394594415)
(0.004160953303270346, 0.000011973823494263098)
(0.003690548600962459, 4.722884062827835e-6)
(0.003465665695485812, 2.5551106491563838e-6)
(0.00331175892191676, 1.5638081651515385e-6)
(0.003191948161715864, 1.0173672396642365e-6)
(0.0030960229126728227, 6.946804616582095e-7)
(0.0030179261584584974, 4.925912108478879e-7)
(0.002953905913152682, 3.5974099037832e-7)
(0.0029015524221267315, 2.690390552353589e-7)
(0.002859257440987053, 2.054756947040954e-7)
(0.002825924930426092, 1.6046018975591877e-7)
(0.0028008040681405605, 1.290006981378213e-7)
(0.0027834579342074944, 1.0830731960363068e-7)
(0.002773883037132585, 9.721310995870631e-8)
(0.8744489535999258, 0.0021358877847773017)
(0.8745392432491909, 0.0021303564760888904)
(0.8744319138445762, 0.0022779975001135933)
(0.8743561102134512, 0.0024355734113156724)
(0.8742741552384103, 0.0026691439301933517)
(0.8741706881202833, 0.003004235260452015)
(0.8740245974441544, 0.0034743023141179386)
(0.8738001923198049, 0.004126662898138622)
(0.8734337823938576, 0.005029183189443953)
(0.8728080419602964, 0.00627964050333818)
(0.8717017170008813, 0.00801885797775298)
(0.8696897684972449, 0.01044806564422246)
(0.8659436081627228, 0.013848358280413753)
(0.8588323584174646, 0.01859233707701291)
(0.8451462679202505, 0.025116476719302394)
(0.818687601642404, 0.03376382983420287)
(0.7681519884629471, 0.04426873449976099)
(0.6756766359591933, 0.054478281935683735)
(0.5226664175386344, 0.05839634773553937)
(0.3169660198077594, 0.04736299637251301)
(0.1290677467752029, 0.023000034891763145)
(0.03650472905487193, 0.005341467885576897)
(0.01357207205286611, 0.000803561628205238)
(0.008237992287256109, 0.0002070707058913182)
(0.006138725821962454, 0.00007797994097516167)
(0.0050034538379526, 0.00003240352216540476)
(0.0041609110092193004, 0.000011726877180680434)
(0.00369053321793537, 4.625588187682554e-6)
(0.003465658519632561, 2.502499287929466e-6)
(0.0033117554106886203, 1.531627810718266e-6)
(0.003191946357130065, 9.964401306160157e-7)
(0.0030960219158583375, 6.803943736873064e-7)
(0.0030179255613204245, 4.824625270171568e-7)
(0.0029539055233844657, 3.523446712273508e-7)
(0.0029015521443472763, 2.6350799428393443e-7)
(0.0028592572247500385, 2.012517617897637e-7)
(0.002825924746447148, 1.5716209072509945e-7)
(0.002800803896816489, 1.263500577177526e-7)
(0.0027834577600915917, 1.0608411430692228e-7)
(0.002773882839689783, 9.523104733892247e-8)
(0.8745554717404402, 0.002097929969836876)
(0.874462193750009, 0.002116007907641715)
(0.8744228204567033, 0.0019804934121841478)
(0.8746651902584027, 0.0021872859811684076)
(0.8745960813004184, 0.002543147930338552)
(0.8744714104111777, 0.0029160032569819916)
(0.8743027943006256, 0.0033908780095075475)
(0.8740555658022564, 0.004027402578496597)
(0.8736659514114882, 0.004895967799999679)
(0.8730168989492275, 0.006093461018723656)
(0.8718878697953261, 0.007757404139805524)
(0.8698548787573778, 0.010082851661358305)
(0.8660903216357615, 0.013341242351783633)
(0.8589641837189623, 0.01789239793340225)
(0.8452688812517675, 0.02415875271826934)
(0.8188123560995396, 0.03247347176760362)
(0.7682998808771765, 0.04258330210132054)
(0.6758773566324073, 0.052417105321469114)
(0.5229373586302932, 0.05620200827441579)
(0.3172539090600045, 0.045596185419592455)
(0.12924189241942308, 0.02214856028546442)
(0.036543228108013324, 0.005143948760899878)
(0.01357340786414422, 0.0007733879285276933)
(0.008237333652264107, 0.00019923362465662574)
(0.006138327459124224, 0.00007503523206892144)
(0.005003251754424673, 0.000031184410332128036)
(0.004160837838958145, 0.000011286981420076399)
(0.0036905066029523236, 4.452254319348906e-6)
(0.003465646103666565, 2.4087674002102666e-6)
(0.003311749335271174, 1.4742926159489848e-6)
(0.003191943234647678, 9.591533514072263e-7)
(0.0030960201910534974, 6.549396810797673e-7)
(0.003017924528078053, 4.644152000422727e-7)
(0.0029539048489577286, 3.391657756001708e-7)
(0.002901551663697605, 2.5365258576919576e-7)
(0.0028592568505895616, 1.9372537817094087e-7)
(0.002825924428105087, 1.5128532716696329e-7)
(0.0028008036003747093, 1.216268481683008e-7)
(0.002783457458829022, 1.0212221258006864e-7)
(0.0027738824980874637, 9.169680902539159e-8)
(0.8746452125562476, 0.0020045709973006143)
(0.874586514857405, 0.0020537606417539434)
(0.8744542452906674, 0.002084808790219439)
(0.8744586905196177, 0.002152169604819121)
(0.8743743303738439, 0.00224406332320784)
(0.8744189598442256, 0.0024730021510463718)
(0.8743821673148244, 0.002949925624458491)
(0.8741908171074024, 0.0036100188750932127)
(0.8738183275439767, 0.004482164375415321)
(0.87316907567521, 0.005654767966117469)
(0.8720328178479695, 0.007258840548291401)
(0.8699913708927585, 0.00947888782386866)
(0.8662205985886127, 0.012570829785557514)
(0.859092436881472, 0.016874706929041777)
(0.8454015525813374, 0.02279198656066056)
(0.8189618944134964, 0.030642410360297218)
(0.7684906216888715, 0.04019268967447952)
(0.6761455560164769, 0.049490645051097765)
(0.5233036762709041, 0.05308295503379785)
(0.31764440635343816, 0.04308206197778222)
(0.1294783758607829, 0.020935620388898776)
(0.03659555312880444, 0.004862535494769472)
(0.013575231589715735, 0.0007304889891141032)
(0.00823644153836127, 0.00018810312477205224)
(0.006137787292765088, 0.00007085171281414388)
(0.005002977650385427, 0.000029451542826523934)
(0.004160738580703422, 0.000010661450737287502)
(0.003690470495099594, 4.205738598710607e-6)
(0.003465629257941297, 2.275453127398248e-6)
(0.0033117410919840597, 1.3927387794354982e-6)
(0.0031919389979024886, 9.061137043388888e-7)
(0.00309601785072386, 6.187298157914506e-7)
(0.0030179231260974632, 4.387420057166148e-7)
(0.0029539039338421745, 3.2041793410026665e-7)
(0.002901551011513728, 2.396324866606498e-7)
(0.0028592563428998805, 1.8301838535516967e-7)
(0.0028259239961570346, 1.429249258137681e-7)
(0.0028008031981491908, 1.1490724149416142e-7)
(0.00278345705008253, 9.648497058850574e-8)
(0.002773882034652368, 8.666367960215002e-8)
(0.8747244479555472, 0.0018682617540428659)
(0.8746821112035611, 0.0019225741239806138)
(0.8745913682264417, 0.0020121543370373862)
(0.8744502983676194, 0.0020596022679614245)
(0.8744515782731782, 0.002151401275624798)
(0.8743891311096758, 0.0024643239385930826)
(0.8742220145734574, 0.0028251220601504257)
(0.8740244110787693, 0.003320120434296664)
(0.8737091598377296, 0.004062187630659866)
(0.8731238724094458, 0.005130876033260269)
(0.8720383842461531, 0.006624361339039153)
(0.870033469313704, 0.008696542690156225)
(0.866289596864205, 0.01157463982448427)
(0.8591845150943129, 0.015567962590589346)
(0.845519084096871, 0.02104613620457843)
(0.8191158315702968, 0.028307495948133546)
(0.7687058398794688, 0.03714250366141111)
(0.6764610242878236, 0.04575173698914581)
(0.523740526881581, 0.04909246561897622)
(0.3181118945407577, 0.03986113941241641)
(0.1297618808560288, 0.019379571495488364)
(0.03665834960664353, 0.004501446364059225)
(0.013577432715422737, 0.0006755910770447856)
(0.008235375526976053, 0.00017387854671702962)
(0.006137140937879368, 0.00006550310299072057)
(0.00500264953152703, 0.000027234644819278346)
(0.004160619746193143, 9.860781854325866e-6)
(0.003690427260384474, 3.8901453052634134e-6)
(0.003465609085273208, 2.1047681507299108e-6)
(0.0033117312202563436, 1.2883134561267616e-6)
(0.00319193392408002, 8.381947933301429e-7)
(0.00309601504796374, 5.723601654261466e-7)
(0.003017921447083367, 4.058646483529725e-7)
(0.0029539028378940285, 2.964088889396169e-7)
(0.002901550230453641, 2.216777098726081e-7)
(0.0028592557348888215, 1.6930633516183244e-7)
(0.0028259234788588538, 1.3221782696180025e-7)
(0.0028008027164567505, 1.063010507697496e-7)
(0.00278345656061122, 8.926384264808911e-8)
(0.002773881479757872, 8.020928797059029e-8)
(0.8747944755230563, 0.0016950786236010762)
(0.874762071422601, 0.0017477841775934144)
(0.874695667715515, 0.0018422687033758933)
(0.8745775470041459, 0.001967594779950288)
(0.8744341929667315, 0.002052098236201061)
(0.874376128424258, 0.002236572687770111)
(0.8742729835304216, 0.0025556172365993057)
(0.8740754923130497, 0.00305523941104055)
(0.8737073235865752, 0.0037356429307291716)
(0.8730878909353244, 0.004667800749439746)
(0.8720033013807897, 0.005977819796602092)
(0.8700209948354336, 0.007824121606217087)
(0.8663080722905775, 0.010412877239613864)
(0.8592372641986213, 0.014016674065769362)
(0.8456114282645361, 0.01896195827394176)
(0.8192603982766961, 0.025514787675320116)
(0.7689285138390817, 0.03348892150431092)
(0.67680152314163, 0.041266255639158325)
(0.5242187554685991, 0.04429797528331325)
(0.3186257596494375, 0.0359854222783272)
(0.13007399085364257, 0.017504307282843183)
(0.03672756619428735, 0.004066183114906655)
(0.013579874541949977, 0.0006096181503934104)
(0.008234206374495116, 0.00015681092812637113)
(0.006136430912918136, 0.00005908255791121503)
(0.005002288926761866, 0.000024571479029813492)
(0.0041604891255461055, 8.898368327156095e-6)
(0.0036903797307120097, 3.5107197222616284e-6)
(0.003465586906147208, 1.8995410504866533e-6)
(0.0033117203660986507, 1.1627410587469937e-6)
(0.003191928345163326, 7.565155214007365e-7)
(0.0030960119661429877, 5.165935593794003e-7)
(0.0030179196008791845, 3.663235407246185e-7)
(0.002953901632809888, 2.6753306451207214e-7)
(0.0029015493716138202, 2.000830886100209e-7)
(0.002859255066332829, 1.528142795502331e-7)
(0.0028259229100543693, 1.1933961930912076e-7)
(0.0028008021868160663, 9.59491467907929e-8)
(0.0027834560224556486, 8.057632333124632e-8)
(0.0027738808697553, 7.243442813481386e-8)
(0.87485539744295, 0.001489858957496648)
(0.8748297516570738, 0.0015377875279258268)
(0.8747783086013575, 0.0016257568458029614)
(0.8746900518618972, 0.0017542675056459456)
(0.8745470428362805, 0.0019102233066536911)
(0.8743888615171818, 0.0020465113400748858)
(0.8742710973883164, 0.002292575502796157)
(0.8740688079815295, 0.0026985266698315857)
(0.8737196836379468, 0.0032799371991016624)
(0.8731072980008275, 0.004103455481402438)
(0.8720122969446585, 0.005252566856162419)
(0.8700223120108841, 0.006858455748930695)
(0.8663165969508062, 0.00911101409115336)
(0.8592691192622673, 0.012256641608756193)
(0.8456822265852583, 0.016581435245507974)
(0.8193893291855416, 0.022315507227746056)
(0.7691445539439241, 0.029296231615878174)
(0.6771445845110735, 0.03611114097931713)
(0.5247069423208225, 0.038779580431794046)
(0.3191524055271123, 0.031517626548424736)
(0.13039436384197317, 0.015339086490906406)
(0.036798705955869114, 0.0035634978910713813)
(0.013582401275256301, 0.0005336726313811119)
(0.008233011106033071, 0.00013719616148354452)
(0.0061357037889058184, 0.000051700303151636826)
(0.005001919458873338, 0.00002150700439606257)
(0.004160355271852516, 7.790236678570553e-6)
(0.003690331017115829, 3.0737496746658012e-6)
(0.00346556417184398, 1.6631654045855495e-6)
(0.0033117092396504, 1.0180925004973675e-6)
(0.003191922626129559, 6.624205198445564e-7)
(0.003096008806868124, 4.523470813496466e-7)
(0.0030179177082569016, 3.2076852767144496e-7)
(0.0029539003974210147, 2.342648286465067e-7)
(0.0029015484911756274, 1.75203258165913e-7)
(0.002859254380966162, 1.3381295643000653e-7)
(0.002825922326953487, 1.0450158503096175e-7)
(0.002800801643877323, 8.4021125982957e-8)
(0.0027834554708298788, 7.05641053714514e-8)
(0.0027738802445751195, 6.346210103524055e-8)
(0.8749069469486498, 0.0012572175396160512)
(0.8748861348817674, 0.0012984516804771529)
(0.8748448265691048, 0.0013748488590762387)
(0.8747752716966405, 0.0014895040471428755)
(0.8746638555564996, 0.0016435852603021162)
(0.8744940147599256, 0.0018250314479892893)
(0.8742971390080357, 0.0020154257898186145)
(0.8740817713540638, 0.0023191853951997077)
(0.8737298928306159, 0.0027918522235339527)
(0.873116437072138, 0.0034715387421914434)
(0.8720246213518665, 0.004430978013518369)
(0.8700354656702357, 0.00577928259304715)
(0.8663312717170963, 0.007670014291731739)
(0.8592958411647991, 0.010310163693791298)
(0.845739287796704, 0.013943110000863021)
(0.8195009381501903, 0.018763309060416445)
(0.7693427530311913, 0.024634927858502124)
(0.6774687829467667, 0.030372658722460456)
(0.5251734340168956, 0.03262854210635263)
(0.31965743618830594, 0.02653029062320176)
(0.13070204276380812, 0.012918277460214069)
(0.03686711251526911, 0.0030013403258943258)
(0.013584847185427034, 0.00044901452622379855)
(0.008231867830921556, 0.00011536783724857327)
(0.006135007108463168, 0.00004348111506393558)
(0.005001565289364546, 0.00001809245422514176)
(0.004160226939058788, 6.554749072571365e-6)
(0.0036902843056145908, 2.5864532620271006e-6)
(0.003465542369322328, 1.399540270688136e-6)
(0.0033116985686619384, 8.567496741537943e-7)
(0.003191917141048907, 5.574574344789346e-7)
(0.00309600577678207, 3.806767183143471e-7)
